open_time,close_time,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,open_timestamp,close_timestamp
2023-04-11 20:00:00,2023-04-11 20:59:59.999,30207.57000000,30240.00000000,30151.68000000,30230.24000000,1449.53334000,43780322.67780120,30265,734.41884000,22182383.17601370,0,1681236000000,1681239599999
2023-04-11 19:00:00,2023-04-11 19:59:59.999,30127.98000000,30220.00000000,30040.00000000,30207.57000000,2000.04550000,60258946.03582790,40733,938.21326000,28271872.44622470,0,1681232400000,1681235999999
2023-04-11 18:00:00,2023-04-11 18:59:59.999,30194.23000000,30263.71000000,30100.00000000,30127.98000000,2242.17770000,67665935.59637270,45856,1120.54304000,33817927.15001700,0,1681228800000,1681232399999
2023-04-11 17:00:00,2023-04-11 17:59:59.999,30060.39000000,30246.26000000,30044.65000000,30194.22000000,2335.58014000,70459476.86984300,52512,1252.22241000,37771062.74270710,0,1681225200000,1681228799999
2023-04-11 16:00:00,2023-04-11 16:59:59.999,30246.30000000,30280.00000000,29975.00000000,30060.39000000,3782.23203000,113931891.88298280,71036,1655.95993000,49888375.30207110,0,1681221600000,1681225199999
2023-04-11 15:00:00,2023-04-11 15:59:59.999,30098.92000000,30250.00000000,30073.01000000,30246.31000000,2539.94803000,76589010.08577890,49545,1354.70432000,40851656.27052850,0,1681218000000,1681221599999
2023-04-11 14:00:00,2023-04-11 14:59:59.999,30055.14000000,30200.58000000,30010.41000000,30098.92000000,2656.40136000,79937645.73433630,47752,1307.96778000,39364334.30557910,0,1681214400000,1681217999999
2023-04-11 13:00:00,2023-04-11 13:59:59.999,30122.49000000,30123.91000000,30050.69000000,30055.15000000,1523.07053000,45835364.50520990,34711,680.79413000,20488041.41538200,0,1681210800000,1681214399999
2023-04-11 12:00:00,2023-04-11 12:59:59.999,30052.38000000,30144.83000000,30008.95000000,30122.50000000,1616.24995000,48620918.83479450,37305,848.44472000,25525056.23525300,0,1681207200000,1681210799999
2023-04-11 11:00:00,2023-04-11 11:59:59.999,30093.91000000,30094.01000000,29974.00000000,30052.38000000,2431.64909000,73053090.55073130,40612,1117.56979000,33575628.61702050,0,1681203600000,1681207199999
2023-04-11 10:00:00,2023-04-11 10:59:59.999,30106.90000000,30147.38000000,30045.00000000,30093.90000000,1768.51789000,53221470.56330560,39294,806.42076000,24266311.69191340,0,1681200000000,1681203599999
2023-04-11 09:00:00,2023-04-11 09:59:59.999,30035.78000000,30160.53000000,30035.59000000,30106.89000000,2326.41426000,70014862.78768170,48454,1206.88824000,36321777.10431420,0,1681196400000,1681199999999
2023-04-11 08:00:00,2023-04-11 08:59:59.999,29883.84000000,30087.77000000,29878.92000000,30035.78000000,2240.51763000,67236796.81952420,52149,1253.15299000,37603477.04526950,0,1681192800000,1681196399999
2023-04-11 07:00:00,2023-04-11 07:59:59.999,30109.01000000,30147.00000000,29800.00000000,29883.84000000,3129.55934000,93828302.78504970,59474,1309.11574000,39261339.15151800,0,1681189200000,1681192799999
2023-04-11 06:00:00,2023-04-11 06:59:59.999,30115.95000000,30169.14000000,30017.37000000,30109.01000000,2589.01549000,77910820.49786790,47044,1304.35830000,39252000.79534180,0,1681185600000,1681189199999
2023-04-11 05:00:00,2023-04-11 05:59:59.999,30083.01000000,30124.12000000,29936.91000000,30115.95000000,3371.78914000,101221947.64675260,57561,1765.64580000,53006653.24614200,0,1681182000000,1681185599999
2023-04-11 04:00:00,2023-04-11 04:59:59.999,30189.90000000,30430.00000000,29987.60000000,30083.01000000,5975.49705000,180524770.00668800,119273,2911.99888000,87986474.60902780,0,1681178400000,1681181999999
2023-04-11 03:00:00,2023-04-11 03:59:59.999,29928.85000000,30308.23000000,29754.49000000,30189.90000000,6186.64059000,185553381.25231600,113873,3692.85168000,110777203.87074250,0,1681174800000,1681178399999
2023-04-11 02:00:00,2023-04-11 02:59:59.999,29637.35000000,29990.00000000,29590.00000000,29928.86000000,5294.26591000,157755622.02480790,98740,3072.71522000,91586437.08560190,0,1681171200000,1681174799999
2023-04-11 01:00:00,2023-04-11 01:59:59.999,29594.00000000,29770.00000000,29590.00000000,29637.34000000,3939.24487000,116932319.00134800,62812,1977.06052000,58690539.63708170,0,1681167600000,1681171199999
2023-04-11 00:00:00,2023-04-11 00:59:59.999,29222.34000000,29747.01000000,29222.34000000,29594.00000000,6737.86785000,199249140.00406220,137603,3881.09030000,114728042.07261630,0,1681164000000,1681167599999
2023-04-10 23:00:00,2023-04-10 23:59:59.999,29115.11000000,29278.78000000,29090.34000000,29222.34000000,2070.52543000,60460126.06303140,40835,1130.48276000,33010807.51810820,0,1681160400000,1681163999999
2023-04-10 22:00:00,2023-04-10 22:59:59.999,29173.05000000,29215.02000000,29069.10000000,29115.11000000,2231.90467000,65018425.68400690,45095,1160.15152000,33796194.67517700,0,1681156800000,1681160399999
2023-04-10 21:00:00,2023-04-10 21:59:59.999,29273.14000000,29295.46000000,29057.04000000,29173.06000000,3025.63307000,88245945.86956490,57100,1406.68032000,41023044.97306850,0,1681153200000,1681156799999
2023-04-10 20:00:00,2023-04-10 20:59:59.999,29160.00000000,29289.99000000,29115.00000000,29273.14000000,4144.03443000,120952201.51199890,69864,2177.87461000,63563359.02925470,0,1681149600000,1681153199999
2023-04-10 19:00:00,2023-04-10 19:59:59.999,29036.85000000,29380.00000000,29000.00000000,29160.00000000,10365.41354000,302150612.72847840,182368,5145.78507000,150021480.76596890,0,1681146000000,1681149599999
2023-04-10 18:00:00,2023-04-10 18:59:59.999,28439.39000000,29150.00000000,28356.51000000,29036.85000000,9500.20652000,273353946.43732800,165618,5674.82713000,163335466.12137480,0,1681142400000,1681145999999
2023-04-10 17:00:00,2023-04-10 17:59:59.999,28305.42000000,28575.04000000,28305.42000000,28439.38000000,4697.58865000,133615481.18960370,77613,2569.99751000,73093652.40172470,0,1681138800000,1681142399999
2023-04-10 16:00:00,2023-04-10 16:59:59.999,28217.45000000,28341.97000000,28199.30000000,28305.43000000,1770.37797000,50057064.29716370,40478,947.57453000,26791115.84024170,0,1681135200000,1681138799999
2023-04-10 15:00:00,2023-04-10 15:59:59.999,28277.85000000,28297.36000000,28170.00000000,28217.46000000,2363.98693000,66747330.20316620,47205,1059.93600000,29926778.63442220,0,1681131600000,1681135199999
2023-04-10 14:00:00,2023-04-10 14:59:59.999,28305.59000000,28317.81000000,28255.00000000,28277.86000000,1305.44812000,36926670.50672950,27721,670.75445000,18973025.19223120,0,1681128000000,1681131599999
2023-04-10 13:00:00,2023-04-10 13:59:59.999,28331.88000000,28369.99000000,28275.01000000,28305.60000000,1236.97437000,35038421.83623150,26455,570.79742000,16169113.34050640,0,1681124400000,1681127999999
2023-04-10 12:00:00,2023-04-10 12:59:59.999,28310.28000000,28361.51000000,28293.67000000,28331.88000000,940.77140000,26644127.77985600,22991,464.71077000,13161255.43690570,0,1681120800000,1681124399999
2023-04-10 11:00:00,2023-04-10 11:59:59.999,28295.17000000,28350.02000000,28275.29000000,28310.29000000,1180.38596000,33418061.77674000,22286,663.14044000,18774765.01989400,0,1681117200000,1681120799999
2023-04-10 10:00:00,2023-04-10 10:59:59.999,28284.57000000,28375.02000000,28284.57000000,28295.16000000,1876.19113000,53147258.86444500,32084,986.81075000,27953044.22384550,0,1681113600000,1681117199999
2023-04-10 09:00:00,2023-04-10 09:59:59.999,28277.94000000,28325.43000000,28233.80000000,28284.57000000,1122.58675000,31742054.52893040,30396,586.27060000,16576891.96939910,0,1681110000000,1681113599999
2023-04-10 08:00:00,2023-04-10 08:59:59.999,28282.17000000,28305.00000000,28253.70000000,28277.94000000,770.70543000,21793083.68339130,22114,441.88679000,12495262.08262210,0,1681106400000,1681109999999
2023-04-10 07:00:00,2023-04-10 07:59:59.999,28234.52000000,28314.27000000,28196.61000000,28282.16000000,2055.98616000,58066797.05210830,29629,1378.07447000,38919677.69713740,0,1681102800000,1681106399999
2023-04-10 06:00:00,2023-04-10 06:59:59.999,28278.45000000,28317.61000000,28212.28000000,28234.51000000,1045.96619000,29576218.65763140,23006,555.52859000,15707655.31803710,0,1681099200000,1681102799999
2023-04-10 05:00:00,2023-04-10 05:59:59.999,28296.01000000,28319.55000000,28266.01000000,28278.45000000,995.16666000,28156746.05929710,21570,470.42837000,13309910.90096130,0,1681095600000,1681099199999
2023-04-10 04:00:00,2023-04-10 04:59:59.999,28304.04000000,28350.00000000,28271.14000000,28296.00000000,1022.87091000,28958677.72754730,22360,541.83728000,15339045.42922880,0,1681092000000,1681095599999
2023-04-10 03:00:00,2023-04-10 03:59:59.999,28381.24000000,28381.25000000,28244.18000000,28304.05000000,1613.06145000,45663956.39753560,35800,729.75865000,20656781.03394850,0,1681088400000,1681091999999
2023-04-10 02:00:00,2023-04-10 02:59:59.999,28323.76000000,28425.43000000,28285.61000000,28381.25000000,1741.16374000,49386275.31063480,42692,956.16441000,27121778.27785670,0,1681084800000,1681088399999
2023-04-10 01:00:00,2023-04-10 01:59:59.999,28371.38000000,28429.55000000,28292.54000000,28323.76000000,2017.45213000,57209616.31940540,35021,1018.20662000,28873895.62063100,0,1681081200000,1681084799999
2023-04-10 00:00:00,2023-04-10 00:59:59.999,28437.20000000,28530.00000000,28360.00000000,28371.39000000,3664.39057000,104214560.22699750,59306,1863.02633000,52990220.53416060,0,1681077600000,1681081199999
2023-04-09 23:00:00,2023-04-09 23:59:59.999,28114.63000000,28476.34000000,28114.63000000,28437.19000000,3419.67777000,96827728.07656780,69109,2002.04680000,56673743.70218180,0,1681074000000,1681077599999
2023-04-09 22:00:00,2023-04-09 22:59:59.999,28140.41000000,28160.67000000,28094.50000000,28114.63000000,923.12457000,25960506.28954740,25939,414.42355000,11653948.20709260,0,1681070400000,1681073999999
2023-04-09 21:00:00,2023-04-09 21:59:59.999,28027.18000000,28250.00000000,27998.88000000,28140.40000000,4106.13251000,115602821.15762790,80111,2260.39184000,63631910.91254350,0,1681066800000,1681070399999
2023-04-09 20:00:00,2023-04-09 20:59:59.999,27906.67000000,28050.00000000,27906.67000000,28026.72000000,1153.12228000,32267305.12594230,30620,696.75146000,19496951.72555500,0,1681063200000,1681066799999
2023-04-09 19:00:00,2023-04-09 19:59:59.999,27896.97000000,27930.10000000,27876.68000000,27906.68000000,580.57027000,16195388.42538020,20060,274.69959000,7662764.88074790,0,1681059600000,1681063199999
2023-04-09 18:00:00,2023-04-09 18:59:59.999,27891.91000000,27942.55000000,27890.75000000,27896.98000000,687.56525000,19192547.70174360,21024,378.73173000,10571449.77883150,0,1681056000000,1681059599999
2023-04-09 17:00:00,2023-04-09 17:59:59.999,27866.48000000,27918.26000000,27835.26000000,27891.91000000,905.83342000,25254657.16865320,28340,498.58690000,13899868.92585340,0,1681052400000,1681055999999
2023-04-09 16:00:00,2023-04-09 16:59:59.999,27905.62000000,27925.01000000,27800.00000000,27866.49000000,1289.98609000,35930306.53284320,34728,560.82972000,15620267.54894750,0,1681048800000,1681052399999
2023-04-09 15:00:00,2023-04-09 15:59:59.999,27930.07000000,27930.08000000,27873.46000000,27905.62000000,690.24317000,19259956.43556560,27613,306.23388000,8544863.77695970,0,1681045200000,1681048799999
2023-04-09 14:00:00,2023-04-09 14:59:59.999,27930.20000000,27973.39000000,27919.40000000,27930.07000000,932.20744000,26051433.29722940,36950,460.72942000,12875304.16573920,0,1681041600000,1681045199999
2023-04-09 13:00:00,2023-04-09 13:59:59.999,27893.23000000,27949.99000000,27866.87000000,27930.20000000,652.03140000,18195402.67083540,22981,358.33924000,10000476.65775490,0,1681038000000,1681041599999
2023-04-09 12:00:00,2023-04-09 12:59:59.999,27898.59000000,27914.29000000,27861.55000000,27893.22000000,608.52881000,16974722.03105570,18933,296.95119000,8283226.92584170,0,1681034400000,1681037999999
2023-04-09 11:00:00,2023-04-09 11:59:59.999,27881.65000000,27938.86000000,27881.64000000,27898.58000000,902.78575000,25193889.25998900,24211,471.95227000,13170548.64096180,0,1681030800000,1681034399999
2023-04-09 10:00:00,2023-04-09 10:59:59.999,27903.01000000,27922.31000000,27800.00000000,27881.64000000,1306.68226000,36422081.48188080,27546,536.66982000,14960755.56201560,0,1681027200000,1681030799999
2023-04-09 09:00:00,2023-04-09 09:59:59.999,27880.12000000,27915.34000000,27840.51000000,27903.02000000,1728.95227000,48199826.75581100,36607,959.35654000,26743775.54323480,0,1681023600000,1681027199999
2023-04-09 08:00:00,2023-04-09 08:59:59.999,27999.25000000,27999.25000000,27851.00000000,27880.13000000,2172.18821000,60668012.37793640,47220,996.49434000,27831450.39879170,0,1681020000000,1681023599999
2023-04-09 07:00:00,2023-04-09 07:59:59.999,28037.38000000,28067.46000000,27991.43000000,27999.25000000,557.42993000,15631298.21296470,18702,287.53575000,8063186.05144350,0,1681016400000,1681019999999
2023-04-09 06:00:00,2023-04-09 06:59:59.999,28027.71000000,28041.06000000,28010.00000000,28037.39000000,549.69840000,15407600.89085790,15256,286.47093000,8029554.90460430,0,1681012800000,1681016399999
2023-04-09 05:00:00,2023-04-09 05:59:59.999,28036.31000000,28054.01000000,28018.63000000,28027.71000000,585.88204000,16426099.17004800,16713,312.17179000,8752197.00532950,0,1681009200000,1681012799999
2023-04-09 04:00:00,2023-04-09 04:59:59.999,28077.78000000,28083.45000000,28031.08000000,28036.30000000,1108.90867000,31114221.57459110,20984,567.88821000,15933316.75207630,0,1681005600000,1681009199999
2023-04-09 03:00:00,2023-04-09 03:59:59.999,28036.76000000,28082.10000000,28030.00000000,28077.78000000,895.69992000,25130047.46202550,22266,468.29115000,13137739.12624100,0,1681002000000,1681005599999
2023-04-09 02:00:00,2023-04-09 02:59:59.999,27938.38000000,28075.00000000,27924.90000000,28036.76000000,1092.06788000,30585895.04969670,37349,608.92850000,17052908.00939080,0,1680998400000,1681001999999
2023-04-09 01:00:00,2023-04-09 01:59:59.999,27937.77000000,27987.41000000,27927.71000000,27938.38000000,725.76491000,20287728.88789650,27112,355.07217000,9924685.95235950,0,1680994800000,1680998399999
2023-04-09 00:00:00,2023-04-09 00:59:59.999,27929.80000000,27951.00000000,27885.86000000,27937.77000000,664.83265000,18559944.69773960,31508,333.88770000,9320642.06224600,0,1680991200000,1680994799999
2023-04-08 23:00:00,2023-04-08 23:59:59.999,27911.70000000,27935.09000000,27900.44000000,27929.80000000,501.60399000,14005737.30189140,27120,256.54199000,7163055.53586880,0,1680987600000,1680991199999
2023-04-08 22:00:00,2023-04-08 22:59:59.999,27924.13000000,27955.00000000,27911.41000000,27911.69000000,652.30113000,18223307.04715800,26775,308.68591000,8623666.35767540,0,1680984000000,1680987599999
2023-04-08 21:00:00,2023-04-08 21:59:59.999,27904.37000000,27952.17000000,27875.96000000,27924.13000000,896.01823000,25012292.08220930,30585,462.66385000,12914690.82581080,0,1680980400000,1680983999999
2023-04-08 20:00:00,2023-04-08 20:59:59.999,27935.11000000,27955.00000000,27872.11000000,27904.38000000,1245.56139000,34780084.29358420,36168,566.83380000,15827394.28159390,0,1680976800000,1680980399999
2023-04-08 19:00:00,2023-04-08 19:59:59.999,28002.52000000,28017.04000000,27897.26000000,27935.11000000,949.56192000,26554106.89970340,31660,433.25929000,12115867.31937900,0,1680973200000,1680976799999
2023-04-08 18:00:00,2023-04-08 18:59:59.999,28014.71000000,28020.00000000,27995.93000000,28002.53000000,528.57451000,14804476.27213340,20764,232.82068000,6520743.55068140,0,1680969600000,1680973199999
2023-04-08 17:00:00,2023-04-08 17:59:59.999,28027.66000000,28028.70000000,27985.38000000,28014.70000000,602.58152000,16876072.16435660,25000,272.30357000,7626235.21060980,0,1680966000000,1680969599999
2023-04-08 16:00:00,2023-04-08 16:59:59.999,28020.66000000,28057.00000000,28010.40000000,28027.67000000,857.74147000,24044890.60074020,29030,419.39641000,11757416.25109790,0,1680962400000,1680965999999
2023-04-08 15:00:00,2023-04-08 15:59:59.999,27987.58000000,28046.26000000,27970.08000000,28020.66000000,733.91811000,20550698.27988710,29436,401.21775000,11234519.61394430,0,1680958800000,1680962399999
2023-04-08 14:00:00,2023-04-08 14:59:59.999,28016.09000000,28032.08000000,27950.00000000,27987.57000000,808.50955000,22631876.24948790,22293,345.21228000,9662950.91264860,0,1680955200000,1680958799999
2023-04-08 13:00:00,2023-04-08 13:59:59.999,28011.61000000,28032.64000000,27990.57000000,28016.09000000,481.36415000,13485588.25545160,17704,242.90884000,6805225.61653840,0,1680951600000,1680955199999
2023-04-08 12:00:00,2023-04-08 12:59:59.999,28032.49000000,28034.68000000,27994.70000000,28011.62000000,689.13475000,19309741.10450320,21313,325.91490000,9132217.27544760,0,1680948000000,1680951599999
2023-04-08 11:00:00,2023-04-08 11:59:59.999,28025.53000000,28062.28000000,28013.15000000,28032.49000000,632.37262000,17735706.02040930,19362,304.17426000,8530411.51316410,0,1680944400000,1680947999999
2023-04-08 10:00:00,2023-04-08 10:59:59.999,28086.22000000,28114.94000000,28018.61000000,28025.53000000,861.28992000,24184461.69077140,21576,351.66490000,9874995.27629550,0,1680940800000,1680944399999
2023-04-08 09:00:00,2023-04-08 09:59:59.999,28113.13000000,28122.38000000,28063.89000000,28086.22000000,831.51057000,23362692.65074530,26926,430.06971000,12083810.20513950,0,1680937200000,1680940799999
2023-04-08 08:00:00,2023-04-08 08:59:59.999,28140.91000000,28152.57000000,28086.28000000,28113.12000000,1236.00625000,34757862.45614150,28599,665.00344000,18699932.38819070,0,1680933600000,1680937199999
2023-04-08 07:00:00,2023-04-08 07:59:59.999,27984.97000000,28154.99000000,27979.03000000,28140.92000000,1337.70492000,37545414.45479320,28743,773.21419000,21706261.31365030,0,1680930000000,1680933599999
2023-04-08 06:00:00,2023-04-08 06:59:59.999,28023.39000000,28040.72000000,27974.14000000,27984.98000000,628.87894000,17615175.46269380,19268,288.31522000,8076344.00448010,0,1680926400000,1680929999999
2023-04-08 05:00:00,2023-04-08 05:59:59.999,27956.77000000,28059.39000000,27939.46000000,28023.39000000,1484.63403000,41563580.05985330,32428,849.47509000,23779876.92575910,0,1680922800000,1680926399999
2023-04-08 04:00:00,2023-04-08 04:59:59.999,27903.24000000,27965.76000000,27902.95000000,27956.76000000,607.40345000,16962640.27539460,19159,313.14936000,8744910.36127840,0,1680919200000,1680922799999
2023-04-08 03:00:00,2023-04-08 03:59:59.999,27880.26000000,27935.15000000,27880.02000000,27903.24000000,623.55530000,17399284.57173730,23261,313.75739000,8754734.62392490,0,1680915600000,1680919199999
2023-04-08 02:00:00,2023-04-08 02:59:59.999,27906.34000000,27919.61000000,27859.02000000,27880.27000000,899.14307000,25071156.90679330,28369,483.69944000,13486091.96625470,0,1680912000000,1680915599999
2023-04-08 01:00:00,2023-04-08 01:59:59.999,27955.99000000,27973.04000000,27894.32000000,27906.33000000,680.12419000,18994424.76026930,19859,299.29626000,8357776.72754780,0,1680908400000,1680911999999
2023-04-08 00:00:00,2023-04-08 00:59:59.999,27891.13000000,27980.74000000,27864.99000000,27955.99000000,953.10882000,26614610.89937610,25132,512.41781000,14307638.15175660,0,1680904800000,1680908399999
2023-04-07 23:00:00,2023-04-07 23:59:59.999,27864.21000000,27909.27000000,27858.30000000,27891.13000000,445.55868000,12422844.50370360,17014,232.01269000,6468414.90634400,0,1680901200000,1680904799999
2023-04-07 22:00:00,2023-04-07 22:59:59.999,27897.51000000,27922.99000000,27839.02000000,27864.20000000,695.57851000,19393751.30911000,19005,295.59602000,8240382.34886550,0,1680897600000,1680901199999
2023-04-07 21:00:00,2023-04-07 21:59:59.999,27891.76000000,27905.15000000,27869.26000000,27897.52000000,531.37925000,14820086.45708540,15655,247.30083000,6896883.30347890,0,1680894000000,1680897599999
2023-04-07 20:00:00,2023-04-07 20:59:59.999,27911.50000000,27930.00000000,27874.13000000,27891.77000000,556.90925000,15539851.85115520,18130,232.39127000,6483970.00352100,0,1680890400000,1680893999999
2023-04-07 19:00:00,2023-04-07 19:59:59.999,27879.30000000,27941.11000000,27879.30000000,27911.51000000,572.35649000,15975636.69781610,17933,292.77996000,8171672.73079760,0,1680886800000,1680890399999
2023-04-07 18:00:00,2023-04-07 18:59:59.999,27944.09000000,27953.47000000,27856.00000000,27879.30000000,889.71983000,24828636.21125490,24921,407.18409000,11363191.59766840,0,1680883200000,1680886799999
2023-04-07 17:00:00,2023-04-07 17:59:59.999,27914.64000000,27954.51000000,27907.69000000,27944.10000000,1001.22404000,27960092.57166660,24782,546.38376000,15257965.87395530,0,1680879600000,1680883199999
2023-04-07 16:00:00,2023-04-07 16:59:59.999,27896.92000000,27984.75000000,27893.26000000,27914.64000000,1110.45972000,31018082.12725080,30022,574.98984000,16060569.70516550,0,1680876000000,1680879599999
2023-04-07 15:00:00,2023-04-07 15:59:59.999,27892.63000000,27929.37000000,27833.97000000,27896.93000000,1110.08632000,30953796.85069440,29477,551.68267000,15383457.68784770,0,1680872400000,1680875999999
2023-04-07 14:00:00,2023-04-07 14:59:59.999,27840.89000000,27981.00000000,27800.00000000,27892.63000000,2539.99967000,70830161.19318250,56203,1367.83503000,38142394.18664370,0,1680868800000,1680872399999
2023-04-07 13:00:00,2023-04-07 13:59:59.999,27933.36000000,27935.98000000,27800.00000000,27840.90000000,1291.13290000,35980318.82703730,29496,511.75544000,14263869.67074920,0,1680865200000,1680868799999
2023-04-07 12:00:00,2023-04-07 12:59:59.999,27869.48000000,27961.67000000,27861.38000000,27933.36000000,1335.68514000,37301485.73711760,29345,658.53086000,18390228.52789410,0,1680861600000,1680865199999
2023-04-07 11:00:00,2023-04-07 11:59:59.999,27816.76000000,27894.99000000,27790.10000000,27869.48000000,1184.11747000,32975572.43428920,26444,566.16372000,15768523.38211770,0,1680858000000,1680861599999
2023-04-07 10:00:00,2023-04-07 10:59:59.999,27839.79000000,27937.82000000,27785.00000000,27816.76000000,1752.58709000,48837980.60148830,35980,844.39277000,23532810.54720580,0,1680854400000,1680857999999
2023-04-07 09:00:00,2023-04-07 09:59:59.999,27960.09000000,27960.10000000,27766.94000000,27839.78000000,1932.80263000,53851325.99324970,46637,893.38114000,24893165.27118910,0,1680850800000,1680854399999
